customer_id,age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
CUST498487,37,Male,Single,Post Graduate,58949.24,Self-employed,11.9,Not Applicable,Own,0.0,6,4,1215.86,0.0,1487.85,8995.0,2811.42,Yes,5780.84,680,40433.14,14900.72,Vehicle EMI,1043656.61,18,Not_Eligible,20045.69
CUST437542,46,Female,Married,Graduate,62578.12,Government,8.3,Public Sector,Rented,9676.5,3,1,930.2,6203.49,1843.9,5141.48,5796.82,No,0.0,610,127560.14,23031.75,Education EMI,445613.64,37,Eligible,14724.27
CUST139264,30,Female,Single,Graduate,90456.84,Private,5.7,MNC,Rented,12578.85,2,1,3859.6,0.0,5123.36,3135.01,7184.41,No,0.0,776,239235.97,48794.13,E-commerce Shopping EMI,193574.97,16,Eligible,35959.97
CUST485231,26,Male,Married,High School,67349.63,Private,4.5,Startup,Rented,16009.41,6,5,7329.4,0.0,2016.78,10961.76,5602.81,Yes,6072.68,696,15943.26,5590.92,Personal Loan EMI,873343.48,20,Not_Eligible,10259.33
CUST202555,58,Male,Married,Graduate,70055.86,Government,20.3,MNC,Rented,16512.74,3,1,4392.14,947.99,2553.17,8475.6,2478.03,Yes,3816.19,606,27834.55,10554.45,Home Appliances EMI,215682.91,22,Eligible,14967.23
CUST368523,54,Female,Single,Graduate,51612.47,Private,17.7,SME,Own,0.0,5,3,7415.88,13815.29,4086.36,8141.76,3333.82,No,0.0,754,43429.88,3986.02,Vehicle EMI,622534.15,77,High_Risk,7960.94
CUST267372,59,Female,Married,Graduate,96702.58,Government,21.1,SME,Own,0.0,4,3,5822.1,4973.35,2616.09,6566.85,2184.74,No,0.0,647,15319.74,1472.52,Education EMI,148323.02,26,Eligible,38598.16
CUST340657,36,Male,Single,Post Graduate,200000.0,Private,13.3,SME,Family,5000.0,4,2,6007.65,0.0,15000.0,7893.4,9691.48,Yes,35481.26,685,9681.14,3073.39,Home Appliances EMI,86720.44,13,Eligible,50000.0
CUST478594,38,Female,Married,High School,30184.55,Self-employed,3.5,Not Applicable,Family,854.34,5,3,4975.35,0.0,2344.41,12004.67,2260.61,No,0.0,698,35658.84,13819.7,E-commerce Shopping EMI,14393.53,11,Eligible,4208.55
CUST470860,27,Female,Single,Professional,63515.09,Private,6.0,SME,Own,0.0,3,1,1697.48,0.0,4389.59,6617.22,2627.2,No,0.0,720,26774.64,8068.11,Home Appliances EMI,49665.29,15,Eligible,26665.6
CUST360729,28,Male,Married,Post Graduate,69773.15,Private,3.6,MNC,Own,0.0,1,0,0.0,0.0,4227.66,2000.0,4450.41,Yes,16364.16,694,12863.57,2010.45,Vehicle EMI,702005.25,27,High_Risk,21470.96
CUST476847,43,Male,Married,Graduate,45117.15,Private,9.9,MNC,Family,1852.74,3,2,5188.19,11498.3,1758.11,6406.19,2393.9,Yes,8095.87,801,52203.17,19692.16,Home Appliances EMI,172461.04,26,Not_Eligible,4582.68
CUST449339,36,Female,Single,Post Graduate,26904.89,Private,8.2,MNC,Rented,3975.02,1,0,0.0,0.0,1231.45,4190.14,893.3,Yes,6511.86,524,10630.69,4096.43,Personal Loan EMI,396136.98,57,Not_Eligible,4049.6
CUST304153,40,Male,Married,Graduate,52611.65,Private,10.9,MNC,Rented,7595.3,2,1,3698.9,0.0,2879.22,5835.28,4793.47,Yes,10522.77,700,26422.68,2064.23,Home Appliances EMI,111240.8,9,High_Risk,8220.36
CUST137689,35,Male,Married,Graduate,46899.31,Government,10.6,Startup,Rented,8050.6,2,1,3325.64,0.0,2533.8,4814.68,1732.06,No,0.0,829,33684.3,12588.25,E-commerce Shopping EMI,196939.45,5,Not_Eligible,14605.25
CUST432458,58,Female,Married,High School,63790.63,Private,16.6,MNC,Family,2514.03,4,2,6028.06,9958.32,4177.9,11327.82,2712.02,No,0.0,782,33468.93,5010.01,Education EMI,170320.62,18,Eligible,16280.34
CUST385854,39,Female,Married,Post Graduate,80216.74,Private,7.2,SME,Own,0.0,5,4,3734.33,0.0,5322.38,9011.12,2474.91,No,0.0,536,150773.35,54785.72,Home Appliances EMI,145872.53,13,Eligible,30132.18
CUST317905,33,Female,Single,Post Graduate,65343.75,Private,4.7,SME,Rented,16957.69,5,3,7277.45,0.0,4900.64,10157.85,2233.45,No,0.0,610,29394.85,8220.57,Home Appliances EMI,84271.48,13,Eligible,11703.62
CUST378316,41,Male,Single,Professional,83924.15,Self-employed,14.6,Not Applicable,Own,0.0,2,1,3335.11,12320.97,4198.36,2000.0,8260.15,Yes,11147.97,584,95804.51,6751.08,Vehicle EMI,533276.58,71,Eligible,18396.72
CUST226726,35,Male,Married,Post Graduate,51733.02,Self-employed,3.8,Not Applicable,Rented,11509.86,1,0,0.0,0.0,1770.42,2080.12,4188.33,Yes,13777.28,596,12768.33,1298.91,Education EMI,145383.66,42,Eligible,8663.7
CUST108406,25,Male,Single,Post Graduate,32753.15,Private,0.0,Public Sector,Own,0.0,5,4,254.07,0.0,803.46,10281.45,2847.82,Yes,2918.06,721,26991.68,3186.56,E-commerce Shopping EMI,183406.48,7,Not_Eligible,7909.59
CUST276135,50,Male,Married,Graduate,55852.29,Government,13.7,Startup,Own,0.0,2,0,0.0,0.0,3199.59,6540.99,1567.84,No,0.0,564,61602.41,12720.24,Vehicle EMI,1127996.88,23,Not_Eligible,22152.92
CUST227627,44,Female,Married,Professional,52170.39,Self-employed,9.0,Not Applicable,Rented,14496.31,2,1,42.94,7526.67,3376.12,2552.99,4212.13,No,0.0,693,22973.9,7503.91,Home Appliances EMI,62198.04,6,Eligible,9448.14
CUST230284,60,Male,Single,Graduate,25683.0,Private,25.2,MNC,Family,333.52,6,4,3547.41,3422.07,1102.76,13737.02,2204.56,Yes,7050.92,836,28095.78,1691.6,Education EMI,481893.44,36,Eligible,500.0
CUST459634,60,Female,Married,Post Graduate,78526.24,Government,18.2,SME,Rented,18487.83,4,2,1195.74,11965.06,3322.99,9046.25,7271.15,No,0.0,540,30053.58,11919.95,Personal Loan EMI,933232.14,28,Not_Eligible,11928.58
CUST416425,39,Female,Married,High School,28379.27,Private,9.7,SME,Rented,4522.76,2,1,7314.02,0.0,1174.06,3313.9,1074.0,No,0.0,586,23749.0,3570.29,E-commerce Shopping EMI,166444.84,21,High_Risk,5461.38
CUST112562,47,Female,Single,High School,49433.94,Self-employed,13.9,Not Applicable,Own,0.0,3,2,593.31,11853.08,3091.74,5145.18,3085.55,No,0.0,694,45133.3,8739.29,Home Appliances EMI,133439.31,18,Eligible,12440.42
CUST358528,25,Female,Married,Post Graduate,55311.64,Private,4.0,SME,Rented,16510.45,3,2,1328.72,0.0,4251.16,4406.45,5095.86,Yes,6178.53,602,136671.97,53363.82,Vehicle EMI,1100092.6,80,Not_Eligible,8164.91
CUST477904,43,Male,Married,High School,51098.52,Self-employed,12.0,Not Applicable,Rented,8174.11,6,4,6467.11,13886.53,2402.34,11208.52,1063.07,No,0.0,693,83091.76,32567.92,Home Appliances EMI,106896.46,7,Not_Eligible,4336.34
CUST456771,45,Female,Single,Graduate,48113.47,Government,16.5,SME,Family,1393.26,5,3,4512.41,5011.2,1882.43,11245.0,4320.73,No,0.0,642,3101.28,373.65,Education EMI,414432.65,18,Not_Eligible,10406.23
CUST347809,45,Male,Single,Post Graduate,30137.82,Private,11.3,SME,Family,371.28,1,0,0.0,0.0,1838.52,3200.81,908.61,Yes,1962.0,532,9040.22,2102.25,Education EMI,58521.83,37,Eligible,9559.39
CUST121162,31,Male,Single,Graduate,109266.68,Self-employed,3.0,Not Applicable,Own,0.0,3,1,6007.2,0.0,6572.96,5612.17,10665.15,Yes,30265.88,779,77269.27,10250.0,Personal Loan EMI,940275.45,26,High_Risk,24518.99
CUST158646,47,Male,Single,Graduate,48396.74,Self-employed,14.6,Not Applicable,Rented,7034.28,3,2,287.08,4932.98,2092.78,4219.78,975.74,No,0.0,831,19126.45,6337.02,Education EMI,241289.97,27,Eligible,17306.47
CUST396275,41,Male,Single,High School,23367.38,Private,5.0,MNC,Family,943.56,6,4,3941.61,11054.76,1684.92,13041.4,1633.45,Yes,5936.08,825,74395.7,16472.1,Vehicle EMI,584185.44,45,Eligible,500.0
CUST494390,48,Female,Single,High School,67644.52,Private,18.2,Startup,Rented,10270.31,5,4,260.89,7951.33,4551.37,8829.53,4513.2,Yes,9582.63,688,17708.81,1199.32,Education EMI,63352.97,17,Eligible,11421.6
CUST131304,44,Male,Married,Post Graduate,58760.72,Government,12.2,Public Sector,Own,0.0,6,4,864.33,7564.91,3227.65,12971.16,2976.34,No,0.0,610,64460.37,24955.11,Education EMI,228353.73,12,High_Risk,15746.47
CUST205587,32,Male,Married,Graduate,42934.13,Private,6.4,MNC,Rented,5624.57,2,0,0.0,0.0,925.25,2000.0,2437.47,No,0.0,745,92866.75,16116.25,Personal Loan EMI,557009.45,30,High_Risk,17870.32
CUST246463,47,Male,Married,Post Graduate,51962.41,Private,13.0,SME,Family,1276.82,6,4,6198.63,11071.83,2100.15,13806.31,2853.48,Yes,2604.02,568,74202.3,15398.02,Personal Loan EMI,972900.81,44,Not_Eligible,5194.37
CUST260826,45,Male,Married,Post Graduate,50975.24,Private,9.2,SME,Rented,8534.28,4,2,4781.9,4209.6,2740.53,7152.95,3519.57,No,0.0,549,52241.85,13650.51,Vehicle EMI,622298.26,35,Not_Eligible,8880.68
CUST353757,33,Male,Married,Professional,132302.41,Self-employed,5.3,Not Applicable,Rented,21642.79,1,0,0.0,0.0,9356.58,4096.4,10817.0,Yes,31529.23,809,16659.28,4802.68,Home Appliances EMI,107002.74,17,Eligible,28900.06
CUST358617,53,Male,Married,Graduate,37393.61,Government,21.2,SME,Family,1381.09,6,4,4706.2,7162.0,2391.47,9736.07,992.65,No,0.0,629,14029.85,3753.53,Education EMI,219119.42,31,High_Risk,5375.12
CUST340719,55,Male,Married,High School,70836.4,Self-employed,18.3,Not Applicable,Own,0.0,2,1,3936.85,7853.4,5017.88,3396.74,3113.13,No,0.0,629,7671.65,2390.69,Personal Loan EMI,335291.74,55,Eligible,23637.13
CUST448293,42,Male,Married,High School,41258.46,Government,13.2,MNC,Rented,10475.09,2,1,3892.37,2685.14,2670.77,2688.71,4095.15,Yes,10856.99,584,38247.2,9289.12,Education EMI,445422.19,16,Not_Eligible,1604.48
CUST113370,32,Male,Single,Graduate,32751.51,Self-employed,4.2,Not Applicable,Family,738.93,2,1,6399.61,0.0,1829.28,3600.43,1853.29,No,0.0,667,3962.36,1363.75,Personal Loan EMI,769590.91,17,Not_Eligible,9610.53
CUST388795,29,Male,Single,Post Graduate,41517.9,Government,1.3,MNC,Rented,9511.6,4,2,4232.08,0.0,916.63,9060.85,3472.63,No,0.0,663,41730.94,4838.03,Education EMI,279176.61,39,High_Risk,7704.38
CUST322632,29,Male,Married,Post Graduate,122408.84,Self-employed,0.2,Not Applicable,Family,5000.0,3,1,6586.88,0.0,8114.51,9046.01,3402.78,No,0.0,732,32092.45,11810.48,E-commerce Shopping EMI,86244.46,11,Eligible,50000.0
CUST237862,47,Male,Single,Graduate,52384.8,Private,19.7,SME,Own,0.0,2,1,3911.56,2040.76,3789.68,5590.43,2718.09,No,0.0,657,175041.13,25953.68,Personal Loan EMI,369791.39,36,Eligible,17993.06
CUST308113,44,Female,Married,Graduate,31817.75,Private,7.7,Startup,Own,0.0,3,2,172.57,13521.96,1242.85,4904.79,1589.66,No,0.0,609,48704.81,15252.37,E-commerce Shopping EMI,94986.18,9,Not_Eligible,5085.08
CUST110520,55,Male,Married,Graduate,66522.93,Self-employed,18.6,Not Applicable,Family,2390.14,1,0,0.0,0.0,2041.18,3650.1,2643.11,No,0.0,682,11037.9,3960.19,Education EMI,329035.89,39,Eligible,28523.96
CUST371827,49,Male,Single,Graduate,39100.94,Government,13.1,SME,Rented,5076.5,1,0,0.0,0.0,1201.99,2249.35,1628.82,Yes,9712.77,644,54637.22,14018.33,Education EMI,202432.2,18,High_Risk,8718.8
CUST115512,60,Male,Married,Professional,152851.48,Self-employed,14.8,Not Applicable,Rented,27091.81,2,1,7469.26,3072.67,3382.47,2000.0,3255.39,Yes,40000.0,661,6427.31,1941.1,Education EMI,283995.03,35,Eligible,32183.97
CUST331032,31,Female,Married,Graduate,49240.48,Private,8.8,Public Sector,Rented,14078.82,2,0,0.0,0.0,3172.96,4155.64,4064.11,No,0.0,670,61132.02,18533.9,Personal Loan EMI,940210.5,17,Not_Eligible,12494.73
CUST449777,60,Male,Single,Post Graduate,54739.04,Private,17.5,Public Sector,Rented,10047.95,3,1,2282.99,10134.2,1588.87,7104.36,4762.44,No,0.0,715,9772.8,709.04,Home Appliances EMI,211751.15,30,Eligible,9334.66
CUST356630,37,Male,Single,Graduate,67268.12,Private,8.7,MNC,Family,309.84,3,1,543.32,0.0,3176.32,4928.39,2380.28,No,0.0,680,6153.83,2132.63,Home Appliances EMI,149213.9,34,Eligible,30376.79
CUST231604,25,Male,Married,Post Graduate,61595.42,Self-employed,1.9,Not Applicable,Rented,16215.13,1,0,0.0,0.0,1449.68,2672.44,2087.28,No,0.0,637,26520.17,9114.04,Vehicle EMI,1001534.54,82,Eligible,19964.65
CUST369288,45,Female,Single,Graduate,52883.28,Government,7.7,Public Sector,Rented,15753.52,5,4,5355.21,10854.82,3982.83,6218.55,3361.6,No,0.0,593,83364.59,32571.65,Education EMI,59261.33,30,Eligible,3646.75
CUST375983,50,Male,Married,Post Graduate,65868.37,Private,14.1,SME,Family,623.07,4,2,4793.51,13004.36,3865.24,6547.33,2933.0,Yes,16030.65,721,16111.35,1122.92,Vehicle EMI,1237782.44,74,Not_Eligible,8272.33
CUST345396,50,Male,Married,Post Graduate,91570.58,Government,14.7,MNC,Family,455.14,4,2,2006.43,8621.0,4593.81,7869.08,7026.44,No,0.0,559,72080.13,26564.44,Education EMI,452152.48,46,Eligible,28536.58
CUST297764,28,Male,Single,Graduate,60020.94,Private,7.0,SME,Family,904.93,5,4,5472.65,0.0,4247.82,11606.9,4188.97,No,0.0,709,56053.7,5489.84,Personal Loan EMI,635641.69,22,Not_Eligible,17725.4
CUST203899,28,Female,Single,Professional,55140.07,Government,3.2,SME,Rented,8617.69,4,2,3003.75,0.0,1530.32,9096.82,3813.06,No,0.0,658,76894.46,10752.75,Home Appliances EMI,220652.9,7,Not_Eligible,15774.51
CUST187315,45,Male,Single,High School,50197.48,Private,11.5,Public Sector,Rented,6211.51,3,1,2394.54,6760.75,2843.09,5728.29,4336.05,Yes,9595.34,813,14467.84,5454.63,Education EMI,274348.42,27,Not_Eligible,6396.65
CUST139129,54,Male,Married,Graduate,48369.85,Private,14.8,MNC,Rented,6748.94,6,4,4356.27,9029.46,1309.13,12883.17,1675.03,Yes,5860.93,721,35430.18,11425.04,Education EMI,435295.79,10,Not_Eligible,3316.99
CUST166810,34,Female,Married,Graduate,68573.95,Self-employed,11.4,Not Applicable,Rented,16208.11,5,3,5027.94,0.0,4935.19,8986.81,3707.19,Yes,6649.56,716,55153.57,13695.39,Education EMI,89084.25,18,Eligible,12615.91
CUST392971,28,Male,Married,Post Graduate,76006.73,Private,1.6,SME,Rented,20208.13,1,0,0.0,0.0,3837.43,2000.0,4022.11,No,0.0,670,12717.61,2420.26,Home Appliances EMI,79881.87,31,Eligible,23874.75
CUST413634,38,Female,Married,Graduate,36360.78,Self-employed,11.7,Not Applicable,Family,564.08,3,1,4012.3,0.0,1290.72,4389.72,758.23,Yes,7101.47,850,7886.01,1795.19,Personal Loan EMI,427817.55,56,High_Risk,10194.98
CUST417443,48,Female,Married,Graduate,22862.17,Private,13.4,MNC,Rented,6207.29,6,4,254.64,7080.27,708.09,12358.47,1479.16,No,0.0,732,17634.5,3405.24,Education EMI,90353.19,46,Eligible,500.0
CUST173578,51,Male,Single,Graduate,23461.84,Private,20.2,Public Sector,Own,0.0,2,1,6106.83,6876.09,1545.79,3432.14,1744.76,Yes,4127.46,567,10024.87,3555.83,Vehicle EMI,1374130.2,26,Eligible,500.0
CUST495676,32,Female,Married,Post Graduate,83769.16,Private,5.4,SME,Own,0.0,6,4,353.42,0.0,2913.35,13883.61,5751.1,Yes,4408.89,539,7874.1,1636.41,Personal Loan EMI,86448.19,22,Eligible,23740.64
CUST377404,53,Male,Single,Graduate,37627.12,Self-employed,19.0,Not Applicable,Rented,5227.67,5,4,2985.93,11355.24,2643.1,9699.83,3417.58,No,0.0,588,22159.87,7226.92,Education EMI,166409.29,16,Not_Eligible,1158.69
CUST279283,25,Male,Single,Graduate,83555.4,Private,2.1,Startup,Rented,13793.01,1,0,0.0,0.0,5108.75,2000.0,3911.99,Yes,24476.79,646,47022.76,9105.11,E-commerce Shopping EMI,85796.54,5,Eligible,13420.57
CUST318942,28,Female,Married,Post Graduate,55532.37,Private,6.5,MNC,Rented,7960.62,1,0,0.0,0.0,3692.94,2000.0,1957.52,No,0.0,717,64637.89,12173.48,E-commerce Shopping EMI,68111.48,3,High_Risk,22156.13
CUST252666,40,Male,Single,Post Graduate,100722.49,Private,12.8,MNC,Rented,21886.39,3,1,669.5,0.0,7576.12,5581.64,6651.01,No,0.0,753,52398.49,12660.11,Personal Loan EMI,159315.94,32,Eligible,31105.83
CUST132419,40,Male,Married,Graduate,62339.98,Private,8.9,SME,Rented,15728.57,2,0,0.0,0.0,4424.94,3375.96,3584.7,Yes,17123.65,654,1759.62,391.81,Personal Loan EMI,276052.53,27,High_Risk,8481.35
CUST340502,51,Female,Single,Post Graduate,41443.6,Self-employed,16.8,Not Applicable,Own,0.0,4,2,5832.1,12061.6,2616.65,10900.43,2033.27,No,0.0,744,5246.62,1395.8,Personal Loan EMI,811010.95,20,Not_Eligible,4683.62
CUST259432,35,Male,Married,Graduate,69660.4,Private,8.9,Startup,Family,2082.93,3,2,3819.11,0.0,2653.89,6349.96,6619.73,Yes,15927.62,560,3961.71,820.1,Home Appliances EMI,116250.74,34,Eligible,12374.8
CUST324146,50,Male,Single,Post Graduate,66530.21,Private,18.8,SME,Own,0.0,5,4,4280.46,12277.18,2889.32,8524.88,3178.18,Yes,6071.33,628,186044.27,33136.01,Vehicle EMI,727226.49,36,High_Risk,13741.35
CUST262774,53,Male,Married,Graduate,57300.81,Self-employed,17.5,Not Applicable,Own,0.0,6,5,4916.09,3382.39,4248.72,13345.43,4054.22,No,0.0,766,86789.06,25959.79,Vehicle EMI,90749.92,76,Eligible,15092.0
CUST344946,43,Female,Married,Graduate,143246.72,Government,13.6,SME,Own,0.0,6,4,4275.05,13938.65,9845.15,12489.27,13956.85,Yes,36051.57,750,26375.91,2599.4,Education EMI,469360.76,12,High_Risk,26794.9
CUST263487,57,Male,Single,Graduate,127662.85,Private,20.1,MNC,Rented,18559.31,5,3,1446.17,11756.79,9565.56,9266.27,3871.09,No,0.0,556,15835.43,1211.78,Home Appliances EMI,54143.32,12,Eligible,33216.58
CUST200195,31,Female,Married,Graduate,88999.27,Private,3.9,MNC,Rented,16472.74,6,4,3681.0,0.0,6393.81,11890.75,7614.41,No,0.0,802,42504.79,16989.73,E-commerce Shopping EMI,165305.49,20,Eligible,25763.84
CUST132449,25,Female,Married,Graduate,29891.86,Private,0.0,Startup,Family,600.16,2,0,0.0,0.0,743.19,2412.22,1958.69,No,0.0,638,43432.64,6355.15,Vehicle EMI,558153.42,33,High_Risk,11839.37
CUST152590,50,Male,Married,High School,67267.8,Private,14.5,SME,Own,0.0,2,1,3725.9,76.32,3231.87,4436.23,1896.73,No,0.0,594,36446.31,3955.96,E-commerce Shopping EMI,72630.47,10,Eligible,25896.01
CUST353537,60,Male,Single,Professional,100283.68,Self-employed,20.4,Not Applicable,Own,0.0,6,4,2324.38,10200.7,5768.03,9397.21,5663.62,Yes,17296.63,760,26552.21,8146.87,E-commerce Shopping EMI,157792.99,13,Eligible,26443.45
CUST425697,47,Male,Single,Professional,41010.65,Private,7.7,Startup,Rented,7936.06,2,0,0.0,0.0,1793.06,3861.59,4019.04,No,0.0,822,5907.42,496.11,E-commerce Shopping EMI,141201.07,17,Eligible,12447.65
CUST203263,34,Male,Married,Professional,81084.54,Government,6.0,MNC,Rented,13607.54,6,4,3747.4,0.0,4106.93,11569.6,7793.88,No,0.0,693,36256.66,13545.98,Education EMI,200016.6,43,Eligible,22524.22
CUST343994,38,Male,Single,Graduate,56165.85,Private,3.8,SME,Own,0.0,3,1,5504.43,0.0,2114.33,7522.47,2874.87,Yes,3570.3,503,57844.51,7320.52,Home Appliances EMI,225131.61,31,Eligible,14974.86
CUST412524,41,Male,Married,Professional,102664.45,Self-employed,8.8,Not Applicable,Rented,19759.75,5,4,99.91,7916.91,4000.35,10503.83,3290.11,Yes,9228.89,644,80361.03,12079.36,Personal Loan EMI,445301.75,47,Eligible,22829.29
CUST151714,41,Male,Single,Graduate,70027.41,Private,11.0,SME,Rented,9648.38,1,0,0.0,0.0,3765.94,2000.0,4250.69,Yes,18520.72,524,41006.3,12840.57,Education EMI,403604.97,13,Not_Eligible,12423.25
CUST480366,57,Female,Single,Graduate,49287.02,Self-employed,20.9,Not Applicable,Family,2351.01,4,2,7377.3,2363.03,2211.77,10347.3,3684.12,Yes,5558.42,809,84749.09,15092.83,Education EMI,168075.44,10,Not_Eligible,8668.54
CUST397494,56,Male,Married,Graduate,71114.15,Private,19.3,MNC,Rented,18612.86,6,4,6180.78,2067.25,5555.14,11558.93,5166.46,Yes,11298.48,710,4335.66,736.42,Home Appliances EMI,228759.58,34,High_Risk,5148.34
CUST370747,60,Male,Married,Graduate,80515.12,Private,21.0,MNC,Rented,16811.99,6,5,4836.15,375.8,5495.66,14883.78,7714.54,No,0.0,636,20913.12,4494.02,E-commerce Shopping EMI,41647.47,13,Eligible,15982.38
CUST420804,53,Male,Single,Graduate,42209.68,Self-employed,18.9,Not Applicable,Rented,5704.95,3,2,2467.98,13329.13,1936.68,6398.58,3261.98,No,0.0,558,16516.36,4328.39,Personal Loan EMI,907444.81,47,Not_Eligible,4015.34
CUST461963,43,Male,Single,High School,59424.73,Private,9.1,SME,Rented,14985.29,1,0,0.0,0.0,2023.95,2060.01,2415.18,No,0.0,766,83678.12,7052.1,Home Appliances EMI,284697.02,22,Eligible,21276.05
CUST298593,37,Female,Married,Graduate,80148.43,Private,9.2,Startup,Rented,10698.98,2,1,7317.84,0.0,1866.96,2408.62,3856.42,Yes,11841.35,561,15436.86,3389.49,Home Appliances EMI,117772.52,10,Eligible,17308.74
CUST144818,46,Female,Married,Graduate,154446.25,Private,13.9,Public Sector,Own,0.0,4,3,2360.68,14110.73,7949.13,7928.75,11624.68,No,0.0,580,36739.05,7340.9,Vehicle EMI,246282.65,27,Eligible,50000.0
CUST400081,43,Male,Married,Professional,36060.7,Government,11.7,MNC,Own,0.0,2,0,0.0,0.0,2509.66,2000.0,2184.47,No,0.0,666,28347.92,2640.9,Education EMI,330342.36,16,High_Risk,15258.04
CUST437928,45,Female,Married,Graduate,64007.3,Government,13.1,MNC,Family,2404.93,4,3,3771.54,2611.4,3474.25,6893.21,1506.25,No,0.0,809,90514.62,27770.55,Personal Loan EMI,821138.64,17,Not_Eligible,26470.47
CUST316338,47,Female,Single,Graduate,47838.85,Private,10.9,MNC,Own,0.0,1,0,0.0,0.0,2049.7,2401.42,2403.95,No,0.0,659,8763.1,2100.81,Home Appliances EMI,285552.88,6,Not_Eligible,21000.4
CUST261321,31,Female,Married,High School,29137.84,Private,10.0,SME,Rented,7332.69,3,2,1682.73,0.0,885.17,4896.11,2885.75,No,0.0,769,205253.86,67940.13,E-commerce Shopping EMI,142127.74,20,High_Risk,6304.2
CUST254040,29,Male,Married,High School,21802.5,Private,7.6,Startup,Own,0.0,5,3,2507.27,0.0,1015.73,9905.85,743.84,Yes,5557.25,697,35297.36,6954.74,E-commerce Shopping EMI,38060.91,11,Not_Eligible,954.05
CUST237255,39,Male,Single,Graduate,37811.61,Private,8.4,SME,Rented,7248.36,4,3,6221.12,0.0,2594.62,8621.55,2399.04,Yes,10325.87,791,15507.12,4752.03,Vehicle EMI,1317020.95,23,Not_Eligible,500.0
CUST220495,53,Male,Married,High School,41600.54,Private,14.6,Public Sector,Own,0.0,6,5,7628.02,7775.65,3092.49,12520.81,900.07,Yes,11997.65,690,27339.85,10527.93,E-commerce Shopping EMI,195884.26,5,Eligible,500.0
CUST488933,52,Female,Single,High School,47596.96,Private,19.0,MNC,Own,0.0,2,1,3148.27,2933.27,987.97,2289.58,954.64,Yes,9892.62,683,83764.7,7940.04,Vehicle EMI,386763.33,34,Eligible,14140.89
CUST374696,33,Male,Married,Graduate,62473.09,Private,4.4,SME,Own,0.0,4,3,660.96,0.0,4549.7,8466.33,2489.97,Yes,7232.45,565,25475.23,6121.56,Personal Loan EMI,450844.53,18,High_Risk,18150.19
CUST115377,33,Female,Single,Graduate,43347.9,Private,2.5,MNC,Rented,5867.37,6,4,2190.1,0.0,1191.64,14461.13,3777.58,Yes,7838.9,640,1714.8,548.44,Vehicle EMI,138927.35,31,High_Risk,3945.34
CUST328098,26,Female,Single,Graduate,63517.75,Private,0.2,MNC,Own,0.0,5,4,6019.36,0.0,2138.18,11398.45,2249.52,No,0.0,727,12899.85,687.34,Personal Loan EMI,518643.99,52,Eligible,22302.36
CUST367419,27,Male,Single,High School,47551.97,Private,1.6,MNC,Own,0.0,2,1,1428.5,0.0,1585.98,4786.45,4510.9,Yes,8228.79,588,91291.78,24518.93,E-commerce Shopping EMI,153705.73,16,Eligible,11778.61
CUST405136,35,Male,Single,Graduate,89749.73,Private,6.5,MNC,Rented,20985.81,3,1,6825.92,0.0,3036.62,10716.53,6685.66,Yes,11002.09,560,3210.37,721.62,Vehicle EMI,1090693.56,65,High_Risk,13527.23
CUST402713,28,Female,Married,Graduate,89813.72,Private,7.0,Startup,Rented,17513.22,3,1,7676.08,0.0,4519.92,7140.31,5246.54,Yes,10542.69,745,27527.56,2786.96,E-commerce Shopping EMI,97369.49,14,Eligible,19695.54
CUST154552,55,Male,Single,Post Graduate,77255.15,Private,18.0,MNC,Own,0.0,5,4,605.65,12719.92,2771.38,7802.64,2159.2,No,0.0,693,12913.7,1092.64,Education EMI,340256.69,32,Eligible,26437.21
CUST292769,40,Female,Single,High School,55630.5,Private,10.2,Startup,Family,380.27,5,3,5489.54,0.0,3969.59,11832.37,4147.4,No,0.0,782,23520.81,8561.89,Personal Loan EMI,626885.29,39,High_Risk,17588.61
CUST212322,41,Male,Single,High School,46397.89,Self-employed,10.0,Not Applicable,Rented,7789.36,3,1,3792.23,10651.45,1517.76,5188.64,2189.4,No,0.0,680,10167.72,522.14,Personal Loan EMI,477694.9,28,Not_Eligible,7355.05
CUST140004,45,Female,Single,Graduate,56698.55,Private,9.6,SME,Rented,8157.28,3,2,4657.07,9999.69,1995.77,3306.94,4753.71,Yes,10789.18,604,35248.31,13600.51,E-commerce Shopping EMI,39744.13,15,Eligible,5969.27
CUST313340,43,Male,Single,Professional,87621.53,Government,15.4,MNC,Family,3251.95,5,4,893.93,11231.79,3526.34,9774.23,2323.82,No,0.0,628,58357.3,22343.78,Vehicle EMI,468677.4,29,Eligible,27780.71
CUST211130,49,Female,Single,Professional,55560.71,Private,15.5,Public Sector,Own,0.0,6,4,3901.65,2344.56,1150.25,9138.22,1892.32,No,0.0,773,13687.47,2880.87,Vehicle EMI,342048.12,78,Eligible,20816.48
CUST471461,25,Male,Single,Graduate,81047.4,Self-employed,4.0,Not Applicable,Rented,17049.61,1,0,0.0,0.0,5845.61,2000.0,6118.57,No,0.0,637,22763.19,7158.67,E-commerce Shopping EMI,194187.76,20,Eligible,23188.39
